Date,Key,GroceryAndPharmacy,TransitStations,Parks,Workplaces,RetailAndRecreation,Residential
2020-02-29,MN,-21,-40,-21,-14,-34,8
2020-02-29,MT,9,8,21,3,10,-1
2020-02-29,MU,11,2,-6,13,17,0
2020-02-29,MX,9,6,6,4,6,-1
2020-02-29,MY,1,4,4,1,1,0
2020-02-29,MZ,8,-1,-4,0,2,0
2020-02-29,NA,22,2,18,7,22,-4
2020-02-29,NE,-10,6,-1,6,6,-2
2020-02-29,NG,1,2,2,3,1,0
2020-02-29,NI,7,0,-1,4,6,0
2020-02-29,NL,3,0,0,0,1,0
2020-02-29,NO,1,0,-19,-1,-8,0
2020-02-29,NP,6,6,2,9,6,0
2020-02-29,NZ,7,6,-2,2,3,1
2020-02-29,OM,1,1,-3,8,1,0
2020-02-29,PA,19,10,-10,6,15,0
2020-02-29,PE,6,4,-1,1,5,0
2020-02-29,PG,17,0,-6,16,13,-2
2020-02-29,PH,7,-4,0,6,3,0
2020-02-29,PK,3,1,3,5,1,0
2020-02-29,PL,-4,7,23,2,6,1
2020-02-29,PR,0,2,12,-3,2,-1
2020-02-29,PT,4,0,-24,0,-5,2
2020-02-29,PY,7,-6,-10,5,3,1
2020-02-29,QA,8,1,11,5,3,1
2020-02-29,RO,12,11,18,7,9,-1
2020-02-29,RW,-2,10,-1,-4,-4,0
2020-02-29,SA,5,-6,0,4,1,1
2020-02-29,SE,0,-2,-2,-2,2,0
2020-02-29,SG,-9,-15,-1,-2,-10,5
2020-02-29,SI,-1,-8,-36,-1,-10,1
2020-02-29,SK,6,9,-11,2,1,0
2020-02-29,SN,0,0,0,4,-1,1
2020-02-29,SV,7,1,1,5,6,-1
2020-02-29,TG,-4,-5,4,1,-6,2
2020-02-29,TH,8,-8,-11,4,-1,1
2020-02-29,TJ,-2,6,3,9,1,-4
2020-02-29,TR,6,-1,18,7,4,1
2020-02-29,TT,15,14,13,2,13,0
2020-02-29,TW,2,-13,24,-2,-7,2
2020-02-29,TZ,1,6,0,-1,3,0
2020-02-29,UG,3,4,-6,8,4,0
2020-02-29,US,8,7,19,3,12,-2
2020-02-29,US_AK,12,15,7,5,16,-1
2020-02-29,US_AL,10,21,53,4,16,-2
2020-02-29,US_AR,12,10,37,3,18,-2
2020-02-29,US_AZ,7,7,18,2,10,-1
2020-02-29,US_CA,4,0,2,2,4,0
2020-02-29,US_CO,9,2,-8,3,7,-1
2020-02-29,US_CT,4,9,9,3,10,-1
2020-02-29,US_DE,6,4,8,4,12,-1
2020-02-29,US_FL,6,7,9,1,8,-1
2020-02-29,US_GA,7,10,46,3,13,-2
2020-02-29,US_HI,2,-1,-5,1,2,1
2020-02-29,US_IA,25,8,89,5,18,-3
2020-02-29,US_ID,13,14,40,3,17,-2
2020-02-29,US_IL,13,11,88,5,16,-3
2020-02-29,US_IN,12,15,68,3,18,-2
2020-02-29,US_KS,12,15,99,4,20,-3
2020-02-29,US_KY,15,13,80,3,18,-2
2020-02-29,US_LA,11,14,31,3,14,-2
2020-02-29,US_MA,3,11,8,3,10,-1
2020-02-29,US_MD,5,1,20,3,7,-1
2020-02-29,US_ME,8,23,13,4,16,-2
2020-02-29,US_MI,9,24,46,6,16,-2
2020-02-29,US_MN,9,6,29,5,12,-2
2020-02-29,US_MO,14,11,91,6,19,-3
2020-02-29,US_MS,13,22,37,4,22,-3
2020-02-29,US_MT,9,13,-2,4,16,-1
2020-02-29,US_NC,4,12,23,2,14,-2
2020-02-29,US_ND,9,8,6,4,12,-1
2020-02-29,US_NE,12,10,66,5,16,-2
2020-02-29,US_NH,2,20,-4,3,8,-1
2020-02-29,US_NJ,3,3,22,3,8,-1
2020-02-29,US_NM,14,10,20,4,16,-2
2020-02-29,US_NV,5,2,3,-1,7,0
2020-02-29,US_NY,4,0,4,4,9,-1
2020-02-29,US_OH,9,9,50,3,15,-2
2020-02-29,US_OK,15,14,65,4,17,-3
2020-02-29,US_OR,8,8,18,3,14,-1
2020-02-29,US_PA,6,6,25,3,14,-1
2020-02-29,US_RI,4,8,8,4,11,-1
2020-02-29,US_SC,8,22,29,3,15,-2
2020-02-29,US_SD,20,11,19,4,17,-2
2020-02-29,US_TN,11,14,59,4,16,-3
2020-02-29,US_TX,8,8,15,3,13,-2
2020-02-29,US_UT,9,6,0,1,3,0
2020-02-29,US_VA,8,8,16,2,9,-1
2020-02-29,US_VT,7,9,16,2,12,-2
2020-02-29,US_WA,9,8,28,2,14,-1
2020-02-29,US_WI,11,11,70,5,17,-2
2020-02-29,US_WV,10,14,28,3,19,-1
2020-02-29,US_WY,6,-3,-11,1,4,0
2020-02-29,UY,-4,-12,-15,-4,-7,3
2020-02-29,VE,9,5,2,8,9,1
2020-02-29,VN,-3,-5,-4,-2,-5,6
2020-02-29,YE,0,4,-3,2,3,1
2020-02-29,ZA,19,8,-5,7,19,-2
2020-02-29,ZM,8,1,2,7,13,1
2020-02-29,ZW,8,-8,-3,6,3,1
2020-03-01,AE,8,-2,2,4,1,1
2020-03-01,AF,8,9,3,8,4,0
2020-03-01,AO,12,4,5,7,6,-1
2020-03-01,AR,4,5,-9,10,-1,0
2020-03-01,AT,7,1,13,2,1,0
2020-03-01,AU,6,6,7,6,1,0
2020-03-01,AW,6,4,3,2,3,0
2020-03-01,BA,-3,-11,4,-19,-7,4
2020-03-01,BB,1,2,23,2,4,0
2020-03-01,BD,6,3,4,9,4,0
2020-03-01,BE,6,2,-9,2,-2,0
2020-03-01,BF,2,2,0,5,4,-2
2020-03-01,BG,7,9,51,-3,10,-2
2020-03-01,BH,-1,-7,-13,-3,-9,4
2020-03-01,BJ,3,7,4,1,-2,0
2020-03-01,BO,-1,-13,-6,11,-9,1
2020-03-01,BR,1,0,-29,12,-7,2
2020-03-01,BS,7,0,7,1,3,0
2020-03-01,BW,3,4,-6,3,5,-1
2020-03-01,BY,1,2,7,6,-2,0
2020-03-01,BZ,2,11,9,1,6,0
2020-03-01,CA,5,0,9,1,6,0
2020-03-01,CH,2,-4,-5,-1,-3,2
2020-03-01,CI,3,3,10,5,3,-1
2020-03-01,CL,11,4,-15,8,7,1
2020-03-01,CM,2,4,0,3,-1,0
2020-03-01,CO,10,9,-3,12,3,-1
2020-03-01,CR,11,2,2,16,1,-2
2020-03-01,CV,1,-4,-5,2,2,0
2020-03-01,CZ,5,3,22,1,3,0
2020-03-01,DE,12,1,14,0,4,0
2020-03-01,DK,-6,2,16,2,15,0
2020-03-01,DO,3,2,-9,0,-2,1
2020-03-01,EC,6,0,-2,-4,0,2
2020-03-01,EE,2,2,7,1,0,1
2020-03-01,EG,7,7,5,14,2,-1
2020-03-01,ES,3,0,-2,-2,-1,0
2020-03-01,FI,3,-4,7,-5,1,1
2020-03-01,FJ,-4,-1,-3,10,-1,1
2020-03-01,FR,4,-2,-11,-3,-3,2
2020-03-01,GA,2,0,-3,3,3,0
2020-03-01,GB,3,2,14,1,5,0
2020-03-01,GE,5,-1,0,-2,0,2
2020-03-01,GH,1,2,-3,4,-1,1
2020-03-01,GR,-26,-9,128,-42,15,2
2020-03-01,GT,4,0,1,5,3,-1
2020-03-01,HK,-5,-27,-11,-15,-22,12
2020-03-01,HN,8,-2,-2,9,0,-1
2020-03-01,HR,0,1,-11,1,-2,1
2020-03-01,HT,-5,-9,-11,1,-6,2
2020-03-01,HU,2,4,13,3,2,0
2020-03-01,ID,10,2,-3,4,4,0
2020-03-01,IE,4,2,6,2,3,0
2020-03-01,IL,16,-2,73,-44,22,8
2020-03-01,IN,3,0,2,4,0,0
2020-03-01,IQ,15,8,7,5,8,2
2020-03-01,IT,-6,-25,-27,-7,-15,5
2020-03-01,JM,6,3,-5,3,2,0
2020-03-01,JO,4,-3,4,5,-2,0
2020-03-01,JP,5,-18,-10,-1,-10,4
2020-03-01,KE,-1,2,2,6,2,0
2020-03-01,KG,11,6,13,13,8,-4
2020-03-01,KH,2,-19,-1,5,0,1
2020-03-01,KR,-3,-25,0,-11,-29,10
2020-03-01,KW,0,2,-2,-1,-8,4
2020-03-01,KZ,7,16,8,10,8,-1
2020-03-01,LA,5,-5,-4,9,1,1
2020-03-01,LB,5,-5,1,-6,-2,1
2020-03-01,LK,5,5,2,7,2,2
2020-03-01,LT,-1,1,26,2,-3,1
2020-03-01,LU,11,4,-2,0,-3,1
2020-03-01,LV,3,5,18,3,0,0
2020-03-01,LY,8,5,13,9,6,0
2020-03-01,MD,1,0,3,7,2,0
2020-03-01,MK,11,7,23,17,4,-1
2020-03-01,ML,1,-1,3,7,7,0
2020-03-01,MM,5,0,6,-25,6,5
2020-03-01,MN,-17,-34,-21,-12,-28,8
2020-03-01,MT,8,7,29,3,8,-1
2020-03-01,MU,6,-1,-11,3,11,1
2020-03-01,MX,7,5,3,8,3,-1
2020-03-01,MY,0,-1,-1,2,-1,1
2020-03-01,MZ,5,2,1,15,2,-3
2020-03-01,NA,15,-3,13,11,13,-3
2020-03-01,NE,-8,3,-6,5,5,-2
2020-03-01,NG,-1,0,0,3,0,0
2020-03-01,NI,6,1,-1,11,3,-1
2020-03-01,NL,0,0,-7,1,-3,1
2020-03-01,NO,2,0,-8,-1,-5,1
2020-03-01,NP,5,6,1,8,5,0
2020-03-01,NZ,1,13,-7,22,-2,-1
2020-03-01,OM,-1,0,-7,10,-1,0
2020-03-01,PA,13,7,-6,6,8,-1
2020-03-01,PE,5,2,-2,1,3,0
2020-03-01,PH,4,-5,-1,8,1,0
2020-03-01,PK,10,7,9,3,7,0
2020-03-01,PL,-1,5,7,7,4,0
2020-03-01,PR,2,1,-2,-6,0,2
2020-03-01,PT,7,2,-6,2,-1,1
2020-03-01,PY,6,-4,-3,14,3,-1
2020-03-01,QA,7,1,5,4,3,1
2020-03-01,RO,5,7,14,5,2,-1
2020-03-01,RW,-1,8,-1,1,-4,0
2020-03-01,SA,4,-8,0,5,-1,1
2020-03-01,SE,1,-4,4,-2,0,1
2020-03-01,SG,-6,-14,-5,-2,-9,5
2020-03-01,SI,-2,-2,-26,1,-6,1
2020-03-01,SK,3,5,2,-2,0,1
2020-03-01,SN,2,1,-1,5,-2,1
2020-03-01,SV,7,3,0,6,4,-1
2020-03-01,TG,-2,-3,4,1,-7,2
2020-03-01,TH,8,-9,-8,-1,0,2
2020-03-01,TJ,2,4,2,12,3,-6
2020-03-01,TR,8,5,24,9,7,-1
2020-03-01,TT,16,15,8,1,12,0
2020-03-01,TW,0,-13,1,6,-8,2
2020-03-01,TZ,0,4,-1,-2,-2,1
2020-03-01,UG,1,1,-6,10,4,0
2020-03-01,US,7,3,13,3,9,-1
2020-03-01,US_AK,9,10,5,2,10,0
2020-03-01,US_AL,6,10,17,2,11,0
2020-03-01,US_AR,9,6,24,3,16,-1
2020-03-01,US_AZ,5,5,10,3,10,-1
2020-03-01,US_CA,5,0,4,3,6,0
2020-03-01,US_CO,6,1,-5,5,5,0
2020-03-01,US_CT,7,5,19,4,8,-1
2020-03-01,US_DE,5,3,23,4,10,-1
2020-03-01,US_FL,7,5,8,1,7,-1
2020-03-01,US_GA,5,3,11,2,7,-1
2020-03-01,US_HI,1,-1,-7,2,1,0
2020-03-01,US_IA,18,1,50,5,11,-1
2020-03-01,US_ID,12,8,33,7,13,-2
2020-03-01,US_IL,10,4,55,1,11,-1
2020-03-01,US_IN,7,8,35,3,12,-1
2020-03-01,US_KS,8,7,54,6,14,-2
2020-03-01,US_KY,9,4,31,2,12,0
2020-03-01,US_LA,9,11,24,4,13,-1
2020-03-01,US_MA,4,5,13,3,8,0
2020-03-01,US_MD,3,0,25,4,5,-1
2020-03-01,US_ME,7,15,11,4,11,-1
2020-03-01,US_MI,6,11,38,3,12,-1
2020-03-01,US_MN,6,3,14,3,9,-1
2020-03-01,US_MO,10,4,46,5,13,-1
2020-03-01,US_MS,11,11,19,3,19,-2
2020-03-01,US_MT,7,9,-1,4,12,-1
2020-03-01,US_NC,5,9,28,3,12,-2
2020-03-01,US_ND,4,4,4,4,8,-1
2020-03-01,US_NE,10,5,38,4,12,-1
2020-03-01,US_NH,3,14,4,3,7,-1
2020-03-01,US_NJ,5,2,44,3,7,-1
2020-03-01,US_NM,14,10,18,4,14,-2
2020-03-01,US_NV,6,-1,1,1,6,0
2020-03-01,US_NY,5,-1,14,4,7,-1
2020-03-01,US_OH,6,5,19,3,11,-1
2020-03-01,US_OK,11,9,31,3,13,-1
2020-03-01,US_OR,8,4,17,3,11,-1
2020-03-01,US_PA,5,3,34,3,11,-1
2020-03-01,US_RI,7,3,21,4,11,-1
2020-03-01,US_SC,7,14,21,4,12,-1
2020-03-01,US_SD,14,9,14,5,11,-1
2020-03-01,US_TN,6,7,17,2,11,0
2020-03-01,US_TX,8,5,7,3,10,-1
2020-03-01,US_UT,13,5,1,2,7,0
2020-03-01,US_VA,7,4,21,4,8,-1
2020-03-01,US_VT,7,7,5,-3,12,0
2020-03-01,US_WA,9,1,5,2,9,0
2020-03-01,US_WI,7,4,44,4,10,-1
2020-03-01,US_WV,7,9,15,3,15,0
2020-03-01,US_WY,6,-16,-7,3,3,1
2020-03-01,UY,2,-5,-15,8,-1,1
2020-03-01,VE,7,5,4,10,8,0
2020-03-01,VN,-4,-8,-3,7,-7,5
2020-03-01,YE,2,4,-1,4,5,0
2020-03-01,ZA,11,10,-6,7,9,0
2020-03-01,ZM,7,0,1,9,8,1
2020-03-01,ZW,5,-12,-4,9,2,2
2020-03-02,AE,7,-4,1,4,0,1
2020-03-02,AF,7,8,2,8,4,0
2020-03-02,AG,6,4,5,3,7,0
2020-03-02,AO,8,1,8,8,5,-1
2020-03-02,AR,5,8,-7,16,0,-1
2020-03-02,AT,4,-1,6,2,0,0
2020-03-02,AU,6,8,-9,13,-1,-1
2020-03-02,AW,4,8,13,1,3,0
2020-03-02,BA,3,-2,-2,-3,-2,2
2020-03-02,BB,1,0,1,4,-1,0
2020-03-02,BD,5,3,3,7,3,1
2020-03-02,BE,6,1,2,3,0,0
2020-03-02,BF,2,0,1,5,2,-2
2020-03-02,BG,1,-9,69,-41,5,7
2020-03-02,BH,-2,-8,-13,-3,-9,4
2020-03-02,BJ,2,5,2,1,-1,0
2020-03-02,BO,0,-12,-2,17,-7,-1
2020-03-02,BR,1,6,-23,17,-5,0
2020-03-02,BS,7,-2,6,0,2,0
2020-03-02,BW,0,4,-4,7,6,-1
2020-03-02,BY,4,5,10,7,3,-1
2020-03-02,BZ,0,6,6,2,3,0
2020-03-02,CA,5,-2,6,0,4,1
2020-03-02,CH,2,-4,-5,-1,-3,2
2020-03-02,CI,3,5,8,5,3,0
2020-03-02,CL,10,3,-14,12,5,0
2020-03-02,CM,0,6,1,4,-2,0
2020-03-02,CO,7,14,-3,18,1,-2
2020-03-02,CR,8,2,2,22,-1,-3
2020-03-02,CV,0,-5,-8,3,0,0
2020-03-02,CZ,2,-4,1,-1,0,1
2020-03-02,DE,6,-3,9,0,1,1
2020-03-02,DK,-5,0,16,2,10,0
2020-03-02,DO,5,3,-6,3,0,1
2020-03-02,EC,6,0,2,-7,3,2
2020-03-02,EE,2,1,3,1,1,1
2020-03-02,EG,8,8,6,14,4,-2
2020-03-02,ES,2,-1,-4,1,-3,0
2020-03-02,FI,3,-6,14,-7,2,1
2020-03-02,FJ,-7,2,-4,11,0,0
2020-03-02,FR,4,-4,1,-5,-3,2
2020-03-02,GA,3,-1,0,4,2,0
2020-03-02,GB,3,-1,12,1,3,0
2020-03-02,GE,8,-1,10,-24,9,4
2020-03-02,GH,-1,2,-1,3,-1,1
2020-03-02,GR,-17,-2,60,-24,2,0
2020-03-02,GT,2,-2,2,5,1,-1
2020-03-02,HK,-4,-28,-11,-14,-22,13
2020-03-02,HN,7,-3,0,12,0,-2
2020-03-02,HR,0,3,3,2,0,1
2020-03-02,HT,-4,-7,-7,3,-4,2
2020-03-02,HU,3,1,8,3,0,0
2020-03-02,ID,11,2,-1,5,4,0
2020-03-02,IE,5,2,23,2,6,-1
2020-03-02,IL,9,-1,46,-24,12,5
2020-03-02,IN,2,0,3,4,-1,0
2020-03-02,IQ,17,7,10,3,10,2
2020-03-02,IT,-3,-22,-15,-8,-9,5
2020-03-02,JM,7,1,-5,2,0,0
2020-03-02,JO,7,-3,8,6,-1,-1
2020-03-02,JP,6,-15,1,-2,-5,4
2020-03-02,KE,1,4,3,6,3,-1
2020-03-02,KG,11,5,6,13,6,-4
2020-03-02,KH,1,-19,-1,5,0,0
2020-03-02,KR,-5,-20,5,-9,-24,8
2020-03-02,KW,-1,1,-1,-1,-7,4
2020-03-02,KZ,7,14,5,11,7,-1
2020-03-02,LA,5,-4,-1,11,2,0
2020-03-02,LB,5,-8,5,-10,4,1
2020-03-02,LK,3,4,2,8,0,1
2020-03-02,LT,0,2,18,3,0,0
2020-03-02,LU,8,0,3,1,-2,1
2020-03-02,LV,1,0,7,2,-1,0
2020-03-02,LY,8,5,12,9,5,0
2020-03-02,MD,2,0,9,6,3,-1
2020-03-02,MK,8,6,12,11,4,-1
2020-03-02,ML,0,0,4,7,8,0
2020-03-02,MM,7,2,4,-11,5,3
2020-03-02,MN,-6,-22,-18,-11,-20,5
2020-03-02,MT,5,1,7,3,5,0
2020-03-02,MU,4,-1,-7,3,7,0
2020-03-02,MX,4,3,2,9,1,-2
2020-03-02,MY,-1,-6,-5,3,-2,1
2020-03-02,MZ,2,3,4,23,0,-4
2020-03-02,NA,7,-4,9,11,4,-2
2020-03-02,NE,0,5,-4,4,4,-2
2020-03-02,NG,-2,1,1,2,0,0
2020-03-02,NI,3,0,-1,15,0,-1
2020-03-02,NL,3,-2,8,2,-1,1
2020-03-02,NO,2,-1,5,-1,-1,1
2020-03-02,NP,3,4,1,6,4,0
2020-03-02,NZ,-1,11,-8,23,-4,-2
2020-03-02,OM,-2,-1,-6,10,-1,0
2020-03-02,PA,9,5,-2,6,2,-1
2020-03-02,PE,4,1,-1,2,2,0
2020-03-02,PG,5,-5,-9,14,2,0
2020-03-02,PH,2,-4,-2,8,0,0
2020-03-02,PK,11,7,11,3,8,-1
2020-03-02,PL,1,2,-2,9,1,0
2020-03-02,PR,7,2,-3,3,1,0
2020-03-02,PT,8,2,2,3,1,0
2020-03-02,PY,5,-2,-1,19,3,-3
2020-03-02,QA,6,-1,2,5,2,1
2020-03-02,RO,0,3,10,3,-1,-1
2020-03-02,RW,-1,4,2,3,-3,1
2020-03-02,SA,3,-8,0,4,-2,1
2020-03-02,SE,2,-4,7,-2,0,1
2020-03-02,SG,-5,-12,-5,-1,-8,6
2020-03-02,SI,-3,4,-13,2,-2,1
2020-03-02,SK,2,1,3,-3,0,1
2020-03-02,SN,2,0,1,4,-2,1
2020-03-02,SV,5,1,-2,6,3,-1
2020-03-02,TG,-2,-3,5,1,-7,3
2020-03-02,TH,6,-9,-8,-3,0,2
2020-03-02,TJ,5,3,-1,19,3,-5
2020-03-02,TR,8,6,21,10,6,-3
2020-03-02,TT,16,11,3,1,8,0
2020-03-02,TW,-1,-14,-5,13,-9,2
2020-03-02,TZ,1,4,2,-2,-2,1
2020-03-02,UG,0,-2,-6,12,2,0
2020-03-02,US,8,2,16,2,9,-1
2020-03-02,US_AK,8,4,0,2,9,0
2020-03-02,US_AL,11,5,20,2,16,-1
2020-03-02,US_AR,12,4,46,3,19,-2
2020-03-02,US_AZ,6,5,9,3,9,-1
2020-03-02,US_CA,8,1,22,3,7,-1
2020-03-02,US_CO,9,2,11,5,7,-1
2020-03-02,US_CT,9,4,23,3,7,-1
2020-03-02,US_DE,5,4,24,3,10,-1
2020-03-02,US_FL,9,3,9,2,7,0
2020-03-02,US_GA,8,0,-4,2,8,0
2020-03-02,US_HI,3,-3,-3,1,1,0
2020-03-02,US_IA,14,-2,29,3,7,-1
2020-03-02,US_ID,13,6,35,5,10,-2
2020-03-02,US_IL,9,1,20,1,9,-1
2020-03-02,US_IN,8,7,24,2,12,-1
2020-03-02,US_KS,8,7,63,4,12,-2
2020-03-02,US_KY,12,4,19,3,13,0
2020-03-02,US_LA,12,7,19,4,15,-2
2020-03-02,US_MA,6,3,38,2,9,-1
2020-03-02,US_MD,4,1,22,4,6,-1
2020-03-02,US_ME,8,11,36,3,15,-1
2020-03-02,US_MI,6,7,19,2,11,-1
2020-03-02,US_MN,6,3,12,2,8,0
2020-03-02,US_MO,11,3,48,4,12,-1
2020-03-02,US_MS,13,7,17,3,20,-2
2020-03-02,US_MT,7,9,8,2,10,-1
2020-03-02,US_NC,8,4,26,2,12,-1
2020-03-02,US_ND,3,3,11,3,6,0
2020-03-02,US_NE,9,2,45,3,10,-1
2020-03-02,US_NH,5,13,31,3,8,-1
2020-03-02,US_NJ,6,2,26,3,5,0
2020-03-02,US_NM,14,8,14,3,13,-1
2020-03-02,US_NV,9,-1,6,2,8,-1
2020-03-02,US_NY,6,-1,10,4,5,0
2020-03-02,US_OH,6,5,12,2,10,0
2020-03-02,US_OK,11,7,32,3,15,-1
2020-03-02,US_OR,10,2,30,2,9,-1
2020-03-02,US_PA,5,2,14,2,9,0
2020-03-02,US_RI,7,1,51,2,9,-1
2020-03-02,US_SC,7,6,10,3,10,0
2020-03-02,US_SD,11,8,16,3,8,-1
2020-03-02,US_TN,9,4,22,-4,13,1
2020-03-02,US_TX,9,3,13,3,10,-1
2020-03-02,US_UT,16,3,26,1,10,0
2020-03-02,US_VA,8,2,32,0,11,0
2020-03-02,US_VT,8,11,18,-9,13,1
2020-03-02,US_WA,10,-3,12,0,5,1
2020-03-02,US_WI,5,2,17,1,6,0
2020-03-02,US_WV,9,5,6,2,17,-1
2020-03-02,US_WY,12,-18,2,4,9,0
2020-03-02,UY,9,3,-13,17,3,-1
2020-03-02,VE,5,4,3,10,7,-1
2020-03-02,VN,-6,-10,-8,13,-10,5
2020-03-02,YE,2,6,2,5,5,0
2020-03-02,ZA,5,11,-3,8,3,0
2020-03-02,ZM,5,2,3,10,5,2
2020-03-02,ZW,3,-15,-7,10,0,2
2020-03-03,AE,7,-5,-1,4,-1,1
2020-03-03,AF,5,2,1,8,0,1
2020-03-03,AG,4,0,4,3,4,0
2020-03-03,AO,7,-2,10,8,6,-1
2020-03-03,AR,4,8,-3,17,-1,-2
2020-03-03,AT,4,-1,7,2,1,0
2020-03-03,AU,10,8,-15,14,0,-1
2020-03-03,AW,3,7,13,1,4,1
2020-03-03,BA,5,5,-5,10,1,0
2020-03-03,BB,2,0,2,4,1,0
2020-03-03,BD,4,4,4,7,4,1
2020-03-03,BE,5,1,8,4,2,0
2020-03-03,BF,3,4,1,5,3,-1
2020-03-03,BG,-1,-3,36,-24,0,5
2020-03-03,BH,-3,-8,-14,-4,-9,4
2020-03-03,BJ,3,5,3,2,1,0
2020-03-03,BO,1,-9,0,20,-4,-2
2020-03-03,BR,2,7,-15,16,-3,-1
2020-03-03,BS,4,4,9,1,1,0
2020-03-03,BW,-2,-2,-3,8,4,-1
2020-03-03,BY,6,6,8,7,5,-1
2020-03-03,BZ,1,7,6,3,1,0
2020-03-03,CA,4,-1,10,-1,5,0
2020-03-03,CH,2,-3,7,-1,-2,2
2020-03-03,CI,4,6,9,4,5,-1
2020-03-03,CL,9,4,-15,13,2,0
2020-03-03,CM,2,6,3,4,-2,0
2020-03-03,CO,4,12,-2,17,-1,-2
2020-03-03,CR,4,0,0,21,-3,-3
2020-03-03,CV,-1,-10,-4,3,-1,0
2020-03-03,CZ,2,-3,6,-1,2,1
2020-03-03,DE,3,-4,11,0,1,1
2020-03-03,DK,-5,0,13,2,9,0
2020-03-03,DO,4,1,-1,2,0,0
2020-03-03,EC,4,0,2,-7,3,2
2020-03-03,EE,0,0,-5,1,0,1
2020-03-03,EG,8,8,7,13,4,-2
2020-03-03,ES,3,1,5,3,-1,0
2020-03-03,FI,1,-7,13,-7,0,2
2020-03-03,FJ,-6,3,-3,10,1,0
2020-03-03,FR,3,-5,4,-4,-4,2
2020-03-03,GA,1,-4,-3,3,-1,1
2020-03-03,GB,3,-1,6,1,2,0
2020-03-03,GE,10,2,14,-18,7,2
2020-03-03,GH,1,5,1,3,2,0
2020-03-03,GR,5,2,2,3,-3,0
2020-03-03,GT,2,0,3,5,2,0
2020-03-03,HK,-9,-28,-16,-12,-23,13
2020-03-03,HN,5,-3,1,11,0,-2
2020-03-03,HR,0,1,3,2,2,1
2020-03-03,HT,-5,-7,-5,3,-4,2
2020-03-03,HU,4,0,3,2,2,0
2020-03-03,ID,6,0,-4,4,1,1
2020-03-03,IE,5,1,27,2,6,0
2020-03-03,IL,7,2,20,3,3,-1
2020-03-03,IN,4,2,2,6,0,0
2020-03-03,IQ,18,5,12,2,11,2
2020-03-03,IT,0,-20,1,-8,-7,4
2020-03-03,JM,6,1,-5,3,0,0
2020-03-03,JO,8,-5,17,6,2,-2
2020-03-03,JP,2,-18,-8,-3,-8,4
2020-03-03,KE,2,5,4,6,3,-1
2020-03-03,KG,14,6,4,14,8,-4
2020-03-03,KH,1,-21,1,5,1,1
2020-03-03,KR,-9,-24,-3,-10,-27,9
2020-03-03,KW,-2,-1,1,-1,-6,4
2020-03-03,KZ,9,14,4,11,8,-2
2020-03-03,LA,2,-4,-2,8,0,1
2020-03-03,LB,8,-7,16,-9,8,0
2020-03-03,LK,4,5,2,7,1,1
2020-03-03,LT,1,-1,11,2,-1,1
2020-03-03,LU,7,0,1,0,-3,1
2020-03-03,LV,0,-1,3,2,-1,0
2020-03-03,LY,7,1,10,9,4,1
2020-03-03,MD,8,4,14,5,10,-2
2020-03-03,MK,5,3,-1,4,0,0
2020-03-03,ML,0,-2,5,7,5,1
2020-03-03,MM,7,3,2,7,3,1
2020-03-03,MN,-1,-16,-15,-9,-15,4
2020-03-03,MT,5,0,-5,3,2,1
2020-03-03,MU,2,-3,-1,5,5,0
2020-03-03,MX,4,2,2,9,1,-1
2020-03-03,MY,0,-7,-5,3,-3,1
2020-03-03,MZ,2,3,3,21,-1,-4
2020-03-03,NA,5,-3,10,10,3,-1
2020-03-03,NE,4,4,-3,5,4,-2
2020-03-03,NG,-1,1,1,2,1,0
2020-03-03,NI,0,1,-1,13,-2,-1
2020-03-03,NL,4,-1,21,3,2,0
2020-03-03,NO,1,0,8,-2,-2,1
2020-03-03,NP,6,4,1,5,4,0
2020-03-03,NZ,0,8,-13,16,-3,-1
2020-03-03,OM,-1,-4,-3,10,-2,0
2020-03-03,PA,6,5,-2,6,-1,-1
2020-03-03,PE,3,1,-2,2,2,0
2020-03-03,PG,4,-3,-10,14,1,1
2020-03-03,PH,2,-6,-1,6,0,0
2020-03-03,PK,7,5,10,3,4,0
2020-03-03,PL,3,3,3,9,3,0
2020-03-03,PR,6,4,2,9,1,-2
2020-03-03,PT,7,4,8,3,1,0
2020-03-03,PY,2,-4,-2,19,1,-2
2020-03-03,QA,6,-2,-2,5,0,1
2020-03-03,RO,2,4,8,4,0,-1
2020-03-03,RW,2,7,2,3,2,0
2020-03-03,SA,3,-7,1,4,-1,1
2020-03-03,SE,0,-5,1,-2,-1,1
2020-03-03,SG,-9,-13,-6,-1,-10,6
2020-03-03,SI,-2,4,-10,3,-1,0
2020-03-03,SK,1,-1,-1,-3,-1,1
2020-03-03,SN,1,-1,0,2,-1,1
2020-03-03,SV,3,-1,-1,5,2,-1
2020-03-03,TG,-1,-4,7,3,-4,3
2020-03-03,TH,4,-10,-9,-4,-1,3
2020-03-03,TJ,8,3,-7,21,1,-4
2020-03-03,TR,8,5,19,10,4,-2
2020-03-03,TT,13,9,2,1,5,0
2020-03-03,TW,-5,-15,-9,14,-13,2
2020-03-03,TZ,-1,2,2,-3,-3,2
2020-03-03,UG,-1,-1,-7,11,0,0
2020-03-03,US,8,3,18,2,9,-1
2020-03-03,US_AK,9,6,1,3,11,0
2020-03-03,US_AL,6,3,8,1,12,0
2020-03-03,US_AR,12,3,44,3,18,-2
